similar_word,input_word,sensitivity_score
shockingly,one,0.6514935988620199
lowers,respectability,0.6514935988620199
antipsychotics,intersex,0.6514935988620199
passports,immigrant,0.6514935988620199
cuchullian,oriental,0.6514935988620199
jains,interracial,0.6514935988620199
isan,"ethnicity, natives",0.6511644278107634
bullshits,respectability,0.6500711237553343
congressmen,refugee,0.6500711237553343
moslems,"nation, enslavement",0.6500711237553343
mede,"natives, immigrant, ancestors",0.64911982737265
duklja,tribe,0.6489890311947017
migrants,"slaves, immigrant",0.6486486486486486
militias,refugee,0.6486486486486486
politicans,"nation, immigrant",0.6486486486486486
affraid,nation,0.6486486486486486
mizrahi,"immigrant, enslavement",0.6486486486486486
oghuz,"tribe, ancestors, oriental",0.6472528817516164
rearing,interracial,0.647226173541963
samaria,homeland,0.647226173541963
militants,refugee,0.647226173541963
jihad,antisemitism,0.647226173541963
innovate,intersex,0.647226173541963
moravians,ethnicity,0.647226173541963
outlawed,"slavery, slaves",0.647226173541963
inquisitions,"slavery, enslavement",0.6458036984352773
hopelessly,antisemitism,0.6458036984352773
overthrowing,foreign,0.6458036984352773
azari,"ethnicity, barbarian, nation, ancestors",0.6457729751003951
tractatus,mastery,0.6443812233285917
lefties,gentile,0.6443812233285917
demonym,foreign,0.6443812233285917
ameng,"mastery, foreign",0.6443812233285917
encapsulate,mastery,0.6443812233285917
salafists,"enslavement, homeland",0.6443812233285917
conflation,seminal,0.6443812233285917
persia,ancestors,0.64305585010678
ingenious,one,0.642958748221906
shortsightedness,respectability,0.642958748221906
sickens,"gentile, deaf",0.642958748221906
immigrated,"slaves, natives, immigrant",0.6423671629338299
normans,"natives, ancestors",0.6421900992372466
sephardic,ancestors,0.6415362731152204
sceptical,diversity,0.6415362731152204
beheadings,enslavement,0.6415362731152204
mestizo,"ethnicity, immigrant, white, natives, racial",0.640894630825137
limitless,respectability,0.6401137980085349
savages,gentile,0.6401137980085349
visas,foreign,0.6401137980085349
popularised,enslavement,0.6401137980085349
occupiers,barbarian,0.6401137980085349
adultery,slavery,0.6401137980085349
wicca,mankind,0.6386913229018492
unrecognized,"nation, immigrant",0.6386913229018492
ghurids,enslavement,0.6386913229018492
nationalities,ethnicity,0.6386913229018492
propogate,respectability,0.6372688477951636
aberrations,"disability, intersex",0.6372688477951636
devotion,mankind,0.6372688477951636
extermination,homeland,0.6372688477951636
saakashvili,barbarian,0.6372688477951636
jehova,oriental,0.6358762536469185
oppressing,barbarian,0.6358463726884779
cherished,coloured,0.6358463726884779
sahrawi,"nation, foreign",0.6358463726884779
southerners,"slaves, enslavement, white",0.6358463726884779
indulgent,respectability,0.6358463726884779
homelands,migrants,0.6358463726884779
extolling,seminal,0.6358463726884779
conquered,tribe,0.6357562498144782
maximise,intersex,0.6344238975817923
dumbing,mastery,0.6330014224751066
diverge,diversity,0.6330014224751066
households,migrants,0.6330014224751066
imbalance,gender,0.6330014224751066
psychoanalytic,seminal,0.631578947368421
hooligans,one,0.631578947368421
homogeneous,racial,0.631578947368421
scimd,gossip,0.631578947368421
deride,respectability,0.631578947368421
kurdistan,nation,0.631578947368421
complimentary,seminal,0.6301564722617353
modeled,foreign,0.6301564722617353
machiavellian,respectability,0.6301564722617353
supremacists,"racial, white",0.6301564722617353
confiscation,homeland,0.6301564722617353
hellenization,enslavement,0.6301564722617353
javanese,ethnicity,0.6301564722617353
chattel,"slavery, interracial, enslavement, slaves",0.6287339971550497
broadening,mastery,0.6287339971550497
uneven,pale,0.6287339971550497
eskimos,migrants,0.6287339971550497
assyria,"nation, oriental",0.6280209250297667
minsky,seminal,0.627311522048364
segregated,"slaves, migrants",0.627311522048364
racism,antisemitism,0.627311522048364
sexsex,partner,0.627311522048364
crusaders,nation,0.627311522048364
hitlers,gentile,0.627311522048364
haitian,"nation, immigrant, foreign, slaves, natives",0.627311522048364
weighty,one,0.6258890469416785
exerted,homeland,0.6244665718349929
heresies,mankind,0.6244665718349929
universalism,oriental,0.6244665718349929
eichmann,refugee,0.6244665718349929
tunisians,"ethnicity, immigrant, ancestors, enslavement, racial",0.6243717184041055
senegambia,oriental,0.6230440967283072
supremacist,"racial, white",0.6230440967283072
avars,"slaves, tribe, ancestors",0.6224194578179592
slagging,respectability,0.6216216216216216
yolmo,homeland,0.6216216216216216
afterlife,mankind,0.6216216216216216
flourish,mastery,0.6216216216216216
conversational,mastery,0.6216216216216216
jcpa,seminal,0.6216216216216216
interned,refugee,0.6216216216216216
martyr,gentile,0.6201991465149359
empowerment,nurse,0.6201991465149359
rabbinic,slavery,0.6201991465149359
degrades,intersex,0.6201991465149359
leviticus,enslavement,0.6201991465149359
succumb,enslavement,0.6201991465149359
government,foreign,0.6201991465149359
enlightenment,mankind,0.6201991465149359
disreputable,seminal,0.6201991465149359
parental,disability,0.6201991465149359
solutrean,seminal,0.6201991465149359
descended,ancestors,0.6187904890410045
arousal,intersex,0.6187766714082503
wretched,mankind,0.6187766714082503
informants,slaves,0.6187766714082503
afghans,"ethnicity, natives, nation, ancestors",0.6178993216467569
saxons,"natives, ancestors",0.6176644965870767
inhuman,interracial,0.6173541963015646
bhakti,oriental,0.6173541963015646
bagramyan,migrants,0.6173541963015646
conquering,nation,0.6173541963015646
wakopedia,gentile,0.6173541963015646
caliphate,oriental,0.6173541963015646
mayr,seminal,0.6173541963015646
nestorian,oriental,0.6173541963015646
behest,chief,0.6173541963015646
mufti,chief,0.615931721194879
mulattos,white,0.615931721194879
ancestries,ethnicity,0.615931721194879
lestrade,respectability,0.615931721194879
variability,diversity,0.615931721194879
decimated,"barbarian, enslavement",0.6145092460881934
noahide,interracial,0.6145092460881934
czechs,"natives, immigrant",0.6145092460881934
mosaddeq,"homeland, migrants",0.6145092460881934
migrated,"tribe, ancestors",0.6131524601599461
quip,deaf,0.6130867709815078
milions,enslavement,0.6130867709815078
wellbeing,disability,0.6130867709815078
slt,homeland,0.6130867709815078
colonized,"nation, natives",0.6130867709815078
ambition,nurse,0.6130867709815078
swedes,"natives, immigrant",0.6125951086537245
rabble,respectability,0.6116642958748221
reek,respectability,0.6116642958748221
famines,migrants,0.6116642958748221
uralic,oriental,0.6102444224034518
betrayed,nation,0.6102418207681365
diaspora,ethnicity,0.6102418207681365
sensibly,mastery,0.6102418207681365
renegade,deaf,0.6102418207681365
moldovans,nation,0.6102418207681365
hanoverian,"enslavement, migrants",0.6102418207681365
benefited,disability,0.6102418207681365
kla,refugee,0.6102418207681365
descendents,"slaves, natives, immigrant, ancestors",0.6097459142538082
impinge,intersex,0.6088193456614509
conceptually,intersex,0.6088193456614509
manifestations,mankind,0.6088193456614509
eurasian,oriental,0.607771657409637
msds,respectability,0.6073968705547652
exhaustively,one,0.6073968705547652
neuromusculoskeletal,mastery,0.6073968705547652
kurd,"ethnicity, ancestors",0.6073968705547652
afflicted,intersex,0.6073968705547652
cbt,intersex,0.6073968705547652
perspectives,diversity,0.6073968705547652
heightened,intersex,0.6073968705547652
immigrants,immigrant,0.606676927227161
fijians,"immigrant, natives, enslavement, migrants",0.6059743954480796
finns,natives,0.6059743954480796
instincts,partner,0.6059743954480796
garments,intersex,0.6059743954480796
laz,ethnicity,0.6059743954480796
tring,one,0.6045519203413939
ethnicities,"ethnicity, nation",0.6045519203413939
pashtu,"ethnicity, ancestors",0.6045519203413939
khwarizm,oriental,0.6041781366200436
reptilian,respectability,0.6031294452347084
conceiving,mastery,0.6031294452347084
renounced,immigrant,0.6031294452347084
sacrifice,mankind,0.6031294452347084
divergent,diversity,0.6031294452347084
zoroastrian,oriental,0.6031294452347084
achieves,one,0.6031294452347084
liberia,"slaves, migrants",0.6017069701280227
scythians,oriental,0.6017069701280227
heartily,bossy,0.6002844950213371
infecting,disability,0.6002844950213371
papacy,slavery,0.6002844950213371
christaphobic,gentile,0.6002844950213371
singularly,intersex,0.6002844950213371
descendants,"tribe, ancestors",0.5997444362745852
haplogroups,"natives, ancestors",0.5988620199146514
oneness,mankind,0.5988620199146514
ashkenazi,ethnicity,0.5988620199146514
bloodshed,refugee,0.5988620199146514
infanticide,interracial,0.5988620199146514
industrially,migrants,0.5974395448079658
queda,homeland,0.5974395448079658
indicators,diversity,0.5974395448079658
detained,chief,0.5974395448079658
colonialists,barbarian,0.5974395448079658
therm,white,0.5974395448079658
thracians,racial,0.5966470979773215
adressed,one,0.5960170697012801
illiterates,deaf,0.5960170697012801
professions,diversity,0.5960170697012801
balts,gentile,0.5960170697012801
ancestory,"natives, immigrant, ancestors",0.5950366218307135
quantifier,mastery,0.5945945945945945
nuremberg,slavery,0.5945945945945945
stupider,respectability,0.5945945945945945
opposites,one,0.5945945945945945
demolitions,refugee,0.5945945945945945
wannabee,barbarian,0.5945945945945945
gypsies,barbarian,0.5945945945945945
uniting,migrants,0.5938831166171349
caucasians,"natives, white",0.5938582149016229
rigorously,seminal,0.5931721194879088
indentured,"slavery, slaves",0.5931721194879088
batshit,respectability,0.5931721194879088
posited,one,0.5931721194879088
kurdish,ethnicity,0.5931721194879088
instinctively,one,0.5931721194879088
aboriginal,nation,0.5930826330581745
fangirl,gender,0.5917496443812232
ticks,one,0.5917496443812232
aryans,"natives, ancestors",0.5917496443812232
turco,"tribe, oriental",0.5917496443812232
interpreters,seminal,0.5917496443812232
ardabil,oriental,0.590972508191612
skewer,respectability,0.5903271692745377
sahrawis,migrants,0.5903271692745377
urartian,oriental,0.588904694167852
adana,migrants,0.588904694167852
bitterness,respectability,0.588904694167852
reassignment,intersex,0.588904694167852
punjabis,tribe,0.588904694167852
starblind,respectability,0.5874822190611664
sunnis,refugee,0.5874822190611664
pardo,white,0.5874822190611664
realism,diversity,0.5860597439544807
bludgeoning,one,0.5860597439544807
decrees,homeland,0.5860597439544807
subjugated,"slaves, barbarian, enslavement, migrants",0.5860597439544807
overlord,deaf,0.5860597439544807
foibe,enslavement,0.5859588302854112
concoction,seminal,0.5846372688477951
hazaras,"nation, immigrant",0.5846372688477951
embassies,"homeland, foreign",0.5846372688477951
circassian,enslavement,0.5841558598652339
predominately,"immigrant, racial",0.5838467951090636
